preset	collection	source	zone	type	gender	uvX	uvY	scaleX	scaleY	rot	txd	txt
MP_Gunrunning_Tattoo_001_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.225000	0.245000	0.170000	0.130000	0.000000	MP_Gunrunning_Tattoo_001	MP_Gunrunning_Tattoo_001
MP_Gunrunning_Tattoo_001_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.225000	0.370000	0.190000	0.120000	0.000000	MP_Gunrunning_Tattoo_001	MP_Gunrunning_Tattoo_001
MP_Gunrunning_Tattoo_002_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.540000	0.250000	0.050000	0.050000	0.000000	MP_Gunrunning_Tattoo_002	MP_Gunrunning_Tattoo_002
MP_Gunrunning_Tattoo_002_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.560000	0.205000	0.055000	0.050000	0.000000	MP_Gunrunning_Tattoo_002	MP_Gunrunning_Tattoo_002
MP_Gunrunning_Tattoo_003_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	0.230000	0.310000	0.160000	0.180000	-20.520000	MP_Gunrunning_Tattoo_003	MP_Gunrunning_Tattoo_003
MP_Gunrunning_Tattoo_003_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_FEMALE	0.220000	0.310000	0.180000	0.180000	0.000000	MP_Gunrunning_Tattoo_003	MP_Gunrunning_Tattoo_003
MP_Gunrunning_Tattoo_004_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.490000	0.245000	-0.060000	0.050000	-28.440000	MP_Gunrunning_Tattoo_004	MP_Gunrunning_Tattoo_004
MP_Gunrunning_Tattoo_004_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.450000	0.210000	-0.060000	0.040000	-35.640000	MP_Gunrunning_Tattoo_004	MP_Gunrunning_Tattoo_004
MP_Gunrunning_Tattoo_005_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.220000	0.360000	0.090000	0.100000	0.000000	MP_Gunrunning_Tattoo_005	MP_Gunrunning_Tattoo_005
MP_Gunrunning_Tattoo_005_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_FEMALE	0.215000	0.360000	0.090000	0.095000	0.000000	MP_Gunrunning_Tattoo_005	MP_Gunrunning_Tattoo_005
MP_Gunrunning_Tattoo_006_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	0.760000	0.360000	0.090000	0.110000	0.000000	MP_Gunrunning_Tattoo_006	MP_Gunrunning_Tattoo_006
MP_Gunrunning_Tattoo_006_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_FEMALE	0.760000	0.360000	0.090000	0.110000	0.000000	MP_Gunrunning_Tattoo_006	MP_Gunrunning_Tattoo_006
MP_Gunrunning_Tattoo_007_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.735000	0.670000	0.060000	0.060000	0.000000	MP_Gunrunning_Tattoo_007	MP_Gunrunning_Tattoo_007
MP_Gunrunning_Tattoo_007_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_FEMALE	0.700000	0.670000	0.060000	0.070000	0.000000	MP_Gunrunning_Tattoo_007	MP_Gunrunning_Tattoo_007
MP_Gunrunning_Tattoo_008_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.720000	0.780000	0.150000	0.150000	0.000000	MP_Gunrunning_Tattoo_008	MP_Gunrunning_Tattoo_008
MP_Gunrunning_Tattoo_008_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.720000	0.770000	0.150000	0.180000	0.000000	MP_Gunrunning_Tattoo_008	MP_Gunrunning_Tattoo_008
MP_Gunrunning_Tattoo_009_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.220000	0.650000	0.170000	0.170000	0.000000	MP_Gunrunning_Tattoo_009	MP_Gunrunning_Tattoo_009
MP_Gunrunning_Tattoo_009_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.230000	0.650000	0.170000	0.170000	0.000000	MP_Gunrunning_Tattoo_009	MP_Gunrunning_Tattoo_009
MP_Gunrunning_Tattoo_010_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.720000	0.315000	0.190000	0.180000	0.000000	MP_Gunrunning_Tattoo_010	MP_Gunrunning_Tattoo_010
MP_Gunrunning_Tattoo_010_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.720000	0.340000	0.190000	0.140000	0.000000	MP_Gunrunning_Tattoo_010	MP_Gunrunning_Tattoo_010
MP_Gunrunning_Tattoo_011_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.470000	0.500000	0.280000	0.360000	0.000000	MP_Gunrunning_Tattoo_011	MP_Gunrunning_Tattoo_011
MP_Gunrunning_Tattoo_011_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_FEMALE	0.470000	0.500000	0.280000	0.380000	0.000000	MP_Gunrunning_Tattoo_011	MP_Gunrunning_Tattoo_011
MP_Gunrunning_Tattoo_012_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.820000	0.600000	0.150000	0.140000	0.000000	MP_Gunrunning_Tattoo_012	MP_Gunrunning_Tattoo_012
MP_Gunrunning_Tattoo_012_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.820000	0.620000	0.150000	0.120000	0.000000	MP_Gunrunning_Tattoo_012	MP_Gunrunning_Tattoo_012
MP_Gunrunning_Tattoo_013_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.220000	0.625000	0.180000	0.190000	0.000000	MP_Gunrunning_Tattoo_013	MP_Gunrunning_Tattoo_013
MP_Gunrunning_Tattoo_013_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.235000	0.650000	0.180000	0.185000	0.000000	MP_Gunrunning_Tattoo_013	MP_Gunrunning_Tattoo_013
MP_Gunrunning_Tattoo_014_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.220000	0.640000	0.180000	0.160000	0.000000	MP_Gunrunning_Tattoo_014	MP_Gunrunning_Tattoo_014
MP_Gunrunning_Tattoo_014_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.235000	0.660000	0.180000	0.160000	0.000000	MP_Gunrunning_Tattoo_014	MP_Gunrunning_Tattoo_014
MP_Gunrunning_Tattoo_015_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.520000	0.620000	0.280000	0.300000	0.000000	MP_Gunrunning_Tattoo_015	MP_Gunrunning_Tattoo_015
MP_Gunrunning_Tattoo_015_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.520000	0.620000	0.280000	0.330000	0.000000	MP_Gunrunning_Tattoo_015	MP_Gunrunning_Tattoo_015
MP_Gunrunning_Tattoo_016_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.440000	0.890000	0.075000	0.080000	0.000000	MP_Gunrunning_Tattoo_016	MP_Gunrunning_Tattoo_016
MP_Gunrunning_Tattoo_016_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.440000	0.890000	0.075000	0.080000	0.000000	MP_Gunrunning_Tattoo_016	MP_Gunrunning_Tattoo_016
MP_Gunrunning_Tattoo_017_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.720000	0.630000	0.160000	0.150000	0.000000	MP_Gunrunning_Tattoo_017	MP_Gunrunning_Tattoo_017
MP_Gunrunning_Tattoo_017_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.735000	0.660000	0.160000	0.130000	0.000000	MP_Gunrunning_Tattoo_017	MP_Gunrunning_Tattoo_017
MP_Gunrunning_Tattoo_018_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.230000	0.245000	0.170000	0.160000	0.000000	MP_Gunrunning_Tattoo_018	MP_Gunrunning_Tattoo_018
MP_Gunrunning_Tattoo_018_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.230000	0.355000	0.170000	0.130000	0.000000	MP_Gunrunning_Tattoo_018	MP_Gunrunning_Tattoo_018
MP_Gunrunning_Tattoo_019_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.220000	0.650000	0.180000	0.180000	0.000000	MP_Gunrunning_Tattoo_019	MP_Gunrunning_Tattoo_019
MP_Gunrunning_Tattoo_019_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.235000	0.650000	0.180000	0.180000	0.000000	MP_Gunrunning_Tattoo_019	MP_Gunrunning_Tattoo_019
MP_Gunrunning_Tattoo_020_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.720000	0.605000	0.200000	0.220000	0.000000	MP_Gunrunning_Tattoo_020	MP_Gunrunning_Tattoo_020
MP_Gunrunning_Tattoo_020_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.735000	0.620000	0.200000	0.200000	0.000000	MP_Gunrunning_Tattoo_020	MP_Gunrunning_Tattoo_020
MP_Gunrunning_Tattoo_021_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.520000	0.900000	0.065000	0.095000	0.000000	MP_Gunrunning_Tattoo_021	MP_Gunrunning_Tattoo_021
MP_Gunrunning_Tattoo_021_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.510000	0.905000	0.065000	0.090000	0.000000	MP_Gunrunning_Tattoo_021	MP_Gunrunning_Tattoo_021
MP_Gunrunning_Tattoo_022_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.148000	0.670000	0.150000	0.160000	0.000000	MP_Gunrunning_Tattoo_022	MP_Gunrunning_Tattoo_022
MP_Gunrunning_Tattoo_022_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.148000	0.710000	0.150000	0.150000	0.000000	MP_Gunrunning_Tattoo_022	MP_Gunrunning_Tattoo_022
MP_Gunrunning_Tattoo_023_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.220000	0.340000	0.190000	0.220000	0.000000	MP_Gunrunning_Tattoo_023	MP_Gunrunning_Tattoo_023
MP_Gunrunning_Tattoo_023_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_FEMALE	0.220000	0.340000	0.190000	0.220000	0.000000	MP_Gunrunning_Tattoo_023	MP_Gunrunning_Tattoo_023
MP_Gunrunning_Tattoo_024_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.690000	0.435000	0.220000	0.135000	0.000000	MP_Gunrunning_Tattoo_024	MP_Gunrunning_Tattoo_024
MP_Gunrunning_Tattoo_024_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.690000	0.410000	0.220000	0.150000	0.000000	MP_Gunrunning_Tattoo_024	MP_Gunrunning_Tattoo_024
MP_Gunrunning_Tattoo_025_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.520000	0.470000	0.245000	0.150000	0.000000	MP_Gunrunning_Tattoo_025	MP_Gunrunning_Tattoo_025
MP_Gunrunning_Tattoo_025_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.520000	0.440000	0.245000	0.160000	0.000000	MP_Gunrunning_Tattoo_025	MP_Gunrunning_Tattoo_025
MP_Gunrunning_Tattoo_026_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	0.790000	0.330000	0.270000	0.180000	13.680000	MP_Gunrunning_Tattoo_026	MP_Gunrunning_Tattoo_026
MP_Gunrunning_Tattoo_026_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_FEMALE	0.790000	0.330000	0.270000	0.180000	13.680000	MP_Gunrunning_Tattoo_026	MP_Gunrunning_Tattoo_026
MP_Gunrunning_Tattoo_027_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.640000	0.760000	0.155000	0.150000	0.000000	MP_Gunrunning_Tattoo_027	MP_Gunrunning_Tattoo_027
MP_Gunrunning_Tattoo_027_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_FEMALE	0.640000	0.760000	0.155000	0.170000	0.000000	MP_Gunrunning_Tattoo_027	MP_Gunrunning_Tattoo_027
MP_Gunrunning_Tattoo_028_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.725000	0.630000	0.170000	0.150000	0.000000	MP_Gunrunning_Tattoo_028	MP_Gunrunning_Tattoo_028
MP_Gunrunning_Tattoo_028_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.745000	0.660000	0.170000	0.140000	0.000000	MP_Gunrunning_Tattoo_028	MP_Gunrunning_Tattoo_028
MP_Gunrunning_Tattoo_029_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.720000	0.310000	0.180000	0.150000	0.000000	MP_Gunrunning_Tattoo_029	MP_Gunrunning_Tattoo_029
MP_Gunrunning_Tattoo_029_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_FEMALE	0.720000	0.360000	0.180000	0.115000	0.000000	MP_Gunrunning_Tattoo_029	MP_Gunrunning_Tattoo_029
MP_Gunrunning_Tattoo_030_M	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	0.520000	0.680000	0.200000	0.170000	0.000000	MP_Gunrunning_Tattoo_030	MP_Gunrunning_Tattoo_030
MP_Gunrunning_Tattoo_030_F	mpGunrunning_overlays	update/x64/dlcpacks/mpgunrunning/dlc.rpf/common/data/effects/peds/mpgunrunning_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_FEMALE	0.520000	0.700000	0.200000	0.170000	0.000000	MP_Gunrunning_Tattoo_030	MP_Gunrunning_Tattoo_030
HW_Tee_000_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.600000	0.250000	0.200000	0.000000	HW_Tee_000	HW_Tee_000
HW_Tee_001_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.570000	0.200000	0.200000	0.000000	HW_Tee_001	HW_Tee_001
HW_Tee_002_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.550000	0.200000	0.200000	0.000000	HW_Tee_002	HW_Tee_002
HW_Tee_003_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.620000	0.150000	0.170000	0.000000	HW_Tee_003	HW_Tee_003
HW_Tee_004_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.570000	0.200000	0.200000	0.000000	HW_Tee_004	HW_Tee_004
HW_Tee_005_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.570000	0.200000	0.200000	0.000000	HW_Tee_005	HW_Tee_005
HW_Tee_006_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.570000	0.200000	0.200000	0.000000	HW_Tee_006	HW_Tee_006
HW_Tee_007_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.550000	0.170000	0.170000	0.000000	HW_Tee_007	HW_Tee_007
HW_Tee_008_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.550000	0.200000	0.200000	0.000000	HW_Tee_008	HW_Tee_008
HW_Tee_009_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.600000	0.180000	0.180000	0.000000	HW_Tee_009	HW_Tee_009
HW_Tee_010_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.600000	0.180000	0.180000	0.000000	HW_Tee_010	HW_Tee_010
HW_Tee_011_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.650000	0.210000	0.200000	0.000000	HW_Tee_011	HW_Tee_011
HW_Tee_012_M	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.755000	0.610000	0.220000	0.220000	0.000000	HW_Tee_012	HW_Tee_012
HW_Tee_000_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.600000	0.250000	0.200000	0.000000	HW_Tee_000	HW_Tee_000
HW_Tee_001_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.580000	0.200000	0.200000	0.000000	HW_Tee_001	HW_Tee_001
HW_Tee_002_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.580000	0.200000	0.200000	0.000000	HW_Tee_002	HW_Tee_002
HW_Tee_003_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.620000	0.140000	0.140000	0.000000	HW_Tee_003	HW_Tee_003
HW_Tee_004_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.580000	0.200000	0.200000	0.000000	HW_Tee_004	HW_Tee_004
HW_Tee_005_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.600000	0.200000	0.200000	0.000000	HW_Tee_005	HW_Tee_005
HW_Tee_006_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.580000	0.200000	0.200000	0.000000	HW_Tee_006	HW_Tee_006
HW_Tee_007_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.580000	0.170000	0.170000	0.000000	HW_Tee_007	HW_Tee_007
HW_Tee_008_F	mpHalloween_overlays	update/x64/dlcpacks/mphalloween/dlc.rpf/common/data/effects/peds/mphalloween_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.730000	0.600000	0.170000	0.170000	0.000000	HW_Tee_008	HW_Tee_008
